fe_count,best_error
180,4.0246250996e+03
3177,1.2142438840e+03
5666,4.7178252511e+02
7923,2.5054782666e+02
10018,2.1000899032e+02
11987,2.0121841697e+02
13850,2.0030911000e+02
15625,2.0009241419e+02
17324,2.0001506737e+02
18952,2.0000344851e+02
20521,2.0000061205e+02
22033,2.0000014868e+02
23495,2.0000002845e+02
24909,2.0000000517e+02
26280,2.0000000117e+02
27612,2.0000000031e+02
28903,2.0000000004e+02
30161,2.0000000001e+02
31384,2.0000000000e+02
32575,2.0000000000e+02
33737,2.0000000000e+02
34871,2.0000000000e+02
35977,2.0000000000e+02
37057,2.0000000000e+02
38112,2.0000000000e+02
39143,2.0000000000e+02
39323,2.0000000000e+02
40463,2.0000000000e+02
41442,2.0000000000e+02
41622,2.0000000000e+02
42714,2.0000000000e+02
43646,2.0000000000e+02
43826,2.0000000000e+02
44876,2.0000000000e+02
45767,2.0000000000e+02
45947,2.0000000000e+02
46960,2.0000000000e+02
47810,2.0000000000e+02
47990,2.0000000000e+02
48962,2.0000000000e+02
49774,2.0000000000e+02
49954,2.0000000000e+02
50896,2.0000000000e+02
51671,2.0000000000e+02
51851,2.0000000000e+02
52752,2.0000000000e+02
53501,2.0000000000e+02
53681,2.0000000000e+02
54557,2.0000000000e+02
55269,2.0000000000e+02
55449,2.0000000000e+02
56301,2.0000000000e+02
56979,2.0000000000e+02
57159,2.0000000000e+02
57983,2.0000000000e+02
58633,2.0000000000e+02
58813,2.0000000000e+02
59609,2.0000000000e+02
60234,2.0000000000e+02
60414,2.0000000000e+02
61184,2.0000000000e+02
61784,2.0000000000e+02
61964,2.0000000000e+02
62712,2.0000000000e+02
63287,2.0000000000e+02
63467,2.0000000000e+02
64197,2.0000000000e+02
64747,2.0000000000e+02
64927,2.0000000000e+02
65635,2.0000000000e+02
66167,2.0000000000e+02
66347,2.0000000000e+02
67031,2.0000000000e+02
67552,2.0000000000e+02
67732,2.0000000000e+02
68392,2.0000000000e+02
68892,2.0000000000e+02
69072,2.0000000000e+02
69708,2.0000000000e+02
70183,2.0000000000e+02
70363,2.0000000000e+02
70994,2.0000000000e+02
71444,2.0000000000e+02
71624,2.0000000000e+02
72236,2.0000000000e+02
72686,2.0000000000e+02
72866,2.0000000000e+02
73454,2.0000000000e+02
73879,2.0000000000e+02
74059,2.0000000000e+02
74637,2.0000000000e+02
75037,2.0000000000e+02
75217,2.0000000000e+02
75781,2.0000000000e+02
76181,2.0000000000e+02
76361,2.0000000000e+02
76901,2.0000000000e+02
77276,2.0000000000e+02
77456,2.0000000000e+02
77996,2.0000000000e+02
78359,2.0000000000e+02
78539,2.0000000000e+02
79055,2.0000000000e+02
79405,2.0000000000e+02
79585,2.0000000000e+02
80101,2.0000000000e+02
80426,2.0000000000e+02
80606,2.0000000000e+02
81098,2.0000000000e+02
81423,2.0000000000e+02
81603,2.0000000000e+02
82091,2.0000000000e+02
82391,2.0000000000e+02
82571,2.0000000000e+02
83039,2.0000000000e+02
83339,2.0000000000e+02
83519,2.0000000000e+02
83987,2.0000000000e+02
84265,2.0000000000e+02
84445,2.0000000000e+02
84889,2.0000000000e+02
85164,2.0000000000e+02
85344,2.0000000000e+02
85788,2.0000000000e+02
86060,2.0000000000e+02
86240,2.0000000000e+02
86660,2.0000000000e+02
86910,2.0000000000e+02
87090,2.0000000000e+02
87510,2.0000000000e+02
87760,2.0000000000e+02
87940,2.0000000000e+02
88336,2.0000000000e+02
88561,2.0000000000e+02
88741,2.0000000000e+02
89137,2.0000000000e+02
89362,2.0000000000e+02
89542,2.0000000000e+02
89938,2.0000000000e+02
90163,2.0000000000e+02
90343,2.0000000000e+02
90715,2.0000000000e+02
90915,2.0000000000e+02
91095,2.0000000000e+02
91467,2.0000000000e+02
91667,2.0000000000e+02
91847,2.0000000000e+02
92219,2.0000000000e+02
92402,2.0000000000e+02
92582,2.0000000000e+02
92930,2.0000000000e+02
93105,2.0000000000e+02
93285,2.0000000000e+02
93633,2.0000000000e+02
93808,2.0000000000e+02
93988,2.0000000000e+02
94336,2.0000000000e+02
94501,2.0000000000e+02
94681,2.0000000000e+02
95005,2.0000000000e+02
95155,2.0000000000e+02
95335,2.0000000000e+02
95659,2.0000000000e+02
95809,2.0000000000e+02
95989,2.0000000000e+02
96313,2.0000000000e+02
96463,2.0000000000e+02
96643,2.0000000000e+02
96943,2.0000000000e+02
97068,2.0000000000e+02
97248,2.0000000000e+02
97548,2.0000000000e+02
97673,2.0000000000e+02
97853,2.0000000000e+02
98153,2.0000000000e+02
98278,2.0000000000e+02
98458,2.0000000000e+02
98758,2.0000000000e+02
98881,2.0000000000e+02
99061,2.0000000000e+02
99337,2.0000000000e+02
99437,2.0000000000e+02
99617,2.0000000000e+02
99893,2.0000000000e+02
99993,2.0000000000e+02
100173,2.0000000000e+02
