fe_count,best_error
180,1.1853154932e+03
3177,5.9065997896e+02
5666,4.9782278299e+02
7923,4.8480865299e+02
10018,4.8116962774e+02
11987,4.8031916905e+02
13850,4.8019479190e+02
15625,4.7999372542e+02
17324,4.7970094626e+02
18952,4.7967142019e+02
20521,4.7956799772e+02
22033,4.7950100944e+02
23495,4.7939898664e+02
24909,4.7936077585e+02
26280,4.7934604260e+02
27612,4.7931729153e+02
28903,4.7929190664e+02
30161,4.7928370568e+02
31384,4.7927374127e+02
32575,4.7926988346e+02
33737,4.7926736130e+02
34871,4.7926736110e+02
35977,4.7926736107e+02
37057,4.7926713707e+02
38112,4.7926685124e+02
39143,4.7926685119e+02
40151,4.7926657366e+02
41138,4.7926629274e+02
42105,4.7926629274e+02
43053,4.7926612758e+02
43978,4.7926608024e+02
44884,4.7926577539e+02
45775,4.7926555403e+02
46650,4.7926555273e+02
47502,4.7926548324e+02
48342,4.7926548324e+02
49167,4.7926547698e+02
49972,4.7926547697e+02
50770,4.7926547697e+02
51545,4.7926547696e+02
52312,4.7926547696e+02
53062,4.7926547696e+02
53242,4.7926547696e+02
54120,4.7926547696e+02
54845,4.7926547696e+02
55025,4.7926547696e+02
55877,4.7926547696e+02
56570,4.7926547696e+02
56750,4.7926547696e+02
57578,4.7926547696e+02
58239,4.7926547696e+02
58419,4.7926547696e+02
59223,4.7926547696e+02
59855,4.7926547696e+02
60035,4.7926547696e+02
60815,4.7926547696e+02
61420,4.7926547696e+02
61600,4.7926547696e+02
62356,4.7926547696e+02
62938,4.7926547696e+02
63118,4.7926547696e+02
63850,4.7926547696e+02
64413,4.7926547696e+02
64593,4.7926547696e+02
65301,4.7926547696e+02
65848,4.7926547696e+02
66028,4.7926547696e+02
66712,4.7926547696e+02
67237,4.7926547696e+02
67417,4.7926547696e+02
68077,4.7926547696e+02
68577,4.7926547696e+02
68757,4.7926547696e+02
69405,4.7926547696e+02
69880,4.7926547696e+02
70060,4.7926547696e+02
70696,4.7926547696e+02
71157,4.7926547696e+02
71337,4.7926547696e+02
71949,4.7926547696e+02
72399,4.7926547696e+02
72579,4.7926547696e+02
73167,4.7926547696e+02
73592,4.7926547696e+02
73772,4.7926547696e+02
74360,4.7926547696e+02
74767,4.7926547696e+02
74947,4.7926547696e+02
75511,4.7926547696e+02
75911,4.7926547696e+02
76091,4.7926547696e+02
76634,4.7926547696e+02
77009,4.7926547696e+02
77189,4.7926547696e+02
77729,4.7926547696e+02
78104,4.7926547696e+02
78284,4.7926547696e+02
78800,4.7926547696e+02
79150,4.7926547696e+02
79330,4.7926547696e+02
79846,4.7926547696e+02
80189,4.7926547696e+02
80369,4.7926547696e+02
80861,4.7926547696e+02
81186,4.7926547696e+02
81366,4.7926547696e+02
81858,4.7926547696e+02
82172,4.7926547696e+02
82352,4.7926547696e+02
82820,4.7926547696e+02
83120,4.7926547696e+02
83300,4.7926547696e+02
83768,4.7926547696e+02
84064,4.7926547696e+02
84244,4.7926547696e+02
84688,4.7926547696e+02
84963,4.7926547696e+02
85143,4.7926547696e+02
85587,4.7926547696e+02
85862,4.7926547696e+02
86042,4.7926547696e+02
86462,4.7926547696e+02
86712,4.7926547696e+02
86892,4.7926547696e+02
87312,4.7926547696e+02
87562,4.7926547696e+02
87742,4.7926547696e+02
88154,4.7926547696e+02
88379,4.7926547696e+02
88559,4.7926547696e+02
88955,4.7926547696e+02
89180,4.7926547696e+02
89360,4.7926547696e+02
89756,4.7926547696e+02
89981,4.7926547696e+02
90161,4.7926547696e+02
90533,4.7926547696e+02
90733,4.7926547696e+02
90913,4.7926547696e+02
91285,4.7926547696e+02
91485,4.7926547696e+02
91665,4.7926547696e+02
92037,4.7926547696e+02
92237,4.7926547696e+02
92417,4.7926547696e+02
92765,4.7926547696e+02
92940,4.7926547696e+02
93120,4.7926547696e+02
93468,4.7926547696e+02
93643,4.7926547696e+02
93823,4.7926547696e+02
94171,4.7926547696e+02
94346,4.7926547696e+02
94526,4.7926547696e+02
94850,4.7926547696e+02
95000,4.7926547696e+02
95180,4.7926547696e+02
95504,4.7926547696e+02
95654,4.7926547696e+02
95834,4.7926547696e+02
96158,4.7926547696e+02
96308,4.7926547696e+02
96488,4.7926547696e+02
96788,4.7926547696e+02
96913,4.7926547696e+02
97093,4.7926547696e+02
97393,4.7926547696e+02
97518,4.7926547696e+02
97698,4.7926547696e+02
97998,4.7926547696e+02
98123,4.7926547696e+02
98303,4.7926547696e+02
98603,4.7926547696e+02
98728,4.7926547696e+02
98908,4.7926547696e+02
99184,4.7926547696e+02
99284,4.7926547696e+02
99464,4.7926547696e+02
99740,4.7926547696e+02
99840,4.7926547696e+02
100020,4.7926547696e+02
