fe_count,best_error
180,4.9580982211e+03
3177,6.1460857718e+02
5666,3.3435381060e+02
7923,1.6369007538e+02
10018,1.2427444935e+02
11987,1.0417184618e+02
13850,1.0084165869e+02
15625,1.0017430883e+02
17324,1.0002634281e+02
18952,1.0000401580e+02
20521,1.0000084060e+02
22033,1.0000018859e+02
23495,1.0000001683e+02
24909,1.0000000810e+02
26280,1.0000000148e+02
27612,1.0000000032e+02
28903,1.0000000007e+02
30161,1.0000000002e+02
31384,1.0000000001e+02
32575,1.0000000000e+02
33737,1.0000000000e+02
34871,1.0000000000e+02
35977,1.0000000000e+02
37057,1.0000000000e+02
38112,1.0000000000e+02
39143,1.0000000000e+02
40151,1.0000000000e+02
40331,1.0000000000e+02
41450,1.0000000000e+02
42409,1.0000000000e+02
42589,1.0000000000e+02
43663,1.0000000000e+02
44578,1.0000000000e+02
44758,1.0000000000e+02
45792,1.0000000000e+02
46667,1.0000000000e+02
46847,1.0000000000e+02
47843,1.0000000000e+02
48673,1.0000000000e+02
48853,1.0000000000e+02
49811,1.0000000000e+02
50611,1.0000000000e+02
50791,1.0000000000e+02
51715,1.0000000000e+02
52477,1.0000000000e+02
52657,1.0000000000e+02
53555,1.0000000000e+02
54280,1.0000000000e+02
54460,1.0000000000e+02
55322,1.0000000000e+02
56022,1.0000000000e+02
56202,1.0000000000e+02
57030,1.0000000000e+02
57705,1.0000000000e+02
57885,1.0000000000e+02
58689,1.0000000000e+02
59339,1.0000000000e+02
59519,1.0000000000e+02
60299,1.0000000000e+02
60924,1.0000000000e+02
61104,1.0000000000e+02
61860,1.0000000000e+02
62460,1.0000000000e+02
62640,1.0000000000e+02
63372,1.0000000000e+02
63947,1.0000000000e+02
64127,1.0000000000e+02
64835,1.0000000000e+02
65385,1.0000000000e+02
65565,1.0000000000e+02
66251,1.0000000000e+02
66776,1.0000000000e+02
66956,1.0000000000e+02
67632,1.0000000000e+02
68132,1.0000000000e+02
68312,1.0000000000e+02
68972,1.0000000000e+02
69457,1.0000000000e+02
69637,1.0000000000e+02
70273,1.0000000000e+02
70748,1.0000000000e+02
70928,1.0000000000e+02
71540,1.0000000000e+02
71990,1.0000000000e+02
72170,1.0000000000e+02
72776,1.0000000000e+02
73201,1.0000000000e+02
73381,1.0000000000e+02
73969,1.0000000000e+02
74394,1.0000000000e+02
74574,1.0000000000e+02
75138,1.0000000000e+02
75538,1.0000000000e+02
75718,1.0000000000e+02
76282,1.0000000000e+02
76660,1.0000000000e+02
76840,1.0000000000e+02
77380,1.0000000000e+02
77755,1.0000000000e+02
77935,1.0000000000e+02
78456,1.0000000000e+02
78806,1.0000000000e+02
78986,1.0000000000e+02
79502,1.0000000000e+02
79852,1.0000000000e+02
80032,1.0000000000e+02
80524,1.0000000000e+02
80849,1.0000000000e+02
81029,1.0000000000e+02
81521,1.0000000000e+02
81846,1.0000000000e+02
82026,1.0000000000e+02
82494,1.0000000000e+02
82794,1.0000000000e+02
82974,1.0000000000e+02
83442,1.0000000000e+02
83742,1.0000000000e+02
83922,1.0000000000e+02
84366,1.0000000000e+02
84641,1.0000000000e+02
84821,1.0000000000e+02
85265,1.0000000000e+02
85540,1.0000000000e+02
85720,1.0000000000e+02
86152,1.0000000000e+02
86402,1.0000000000e+02
86582,1.0000000000e+02
87002,1.0000000000e+02
87252,1.0000000000e+02
87432,1.0000000000e+02
87852,1.0000000000e+02
88100,1.0000000000e+02
88280,1.0000000000e+02
88676,1.0000000000e+02
88901,1.0000000000e+02
89081,1.0000000000e+02
89477,1.0000000000e+02
89702,1.0000000000e+02
89882,1.0000000000e+02
90265,1.0000000000e+02
90465,1.0000000000e+02
90645,1.0000000000e+02
91017,1.0000000000e+02
91217,1.0000000000e+02
91397,1.0000000000e+02
91769,1.0000000000e+02
91969,1.0000000000e+02
92149,1.0000000000e+02
92497,1.0000000000e+02
92672,1.0000000000e+02
92852,1.0000000000e+02
93200,1.0000000000e+02
93375,1.0000000000e+02
93555,1.0000000000e+02
93903,1.0000000000e+02
94078,1.0000000000e+02
94258,1.0000000000e+02
94583,1.0000000000e+02
94733,1.0000000000e+02
94913,1.0000000000e+02
95237,1.0000000000e+02
95387,1.0000000000e+02
95567,1.0000000000e+02
95891,1.0000000000e+02
96041,1.0000000000e+02
96221,1.0000000000e+02
96545,1.0000000000e+02
96685,1.0000000000e+02
96865,1.0000000000e+02
97165,1.0000000000e+02
97290,1.0000000000e+02
97470,1.0000000000e+02
97770,1.0000000000e+02
97895,1.0000000000e+02
98075,1.0000000000e+02
98375,1.0000000000e+02
98500,1.0000000000e+02
98680,1.0000000000e+02
98958,1.0000000000e+02
99058,1.0000000000e+02
99238,1.0000000000e+02
99514,1.0000000000e+02
99614,1.0000000000e+02
99794,1.0000000000e+02
100000,1.0000000000e+02
