fe_count,best_error
540,8.0324337709e+03
9473,1.1222944329e+03
16863,5.2804106791e+02
23550,4.3593273631e+02
29745,4.2324401101e+02
35557,4.2206652936e+02
41054,4.2163006528e+02
46281,4.2142358883e+02
51276,4.2130503192e+02
56064,4.2111982979e+02
60668,4.2092125644e+02
65103,4.2068471893e+02
69386,4.2053903051e+02
73527,4.2049259537e+02
77537,4.2048335153e+02
81425,4.2048230552e+02
85200,4.2048222403e+02
88869,4.2048221825e+02
92436,4.2048221770e+02
95908,4.2048221764e+02
99291,4.2048221764e+02
102587,4.2048221764e+02
105801,4.2048221764e+02
108938,4.2048221764e+02
112001,4.2048221764e+02
114993,4.2048221764e+02
117917,4.2048221764e+02
120775,4.2048221764e+02
123572,4.2048221764e+02
126309,4.2048221764e+02
126849,4.2048221764e+02
135334,4.2048221764e+02
142012,4.2048221764e+02
147903,4.2048221764e+02
153259,4.2048221764e+02
158202,4.2048221764e+02
162810,4.2048221764e+02
163350,4.2048221764e+02
171561,4.2048221764e+02
177887,4.2048221764e+02
183407,4.2048221764e+02
188376,4.2048221764e+02
192924,4.2048221764e+02
197131,4.2048221764e+02
201054,4.2048221764e+02
204730,4.2048221764e+02
208190,4.2048221764e+02
211460,4.2048221764e+02
214559,4.2048221764e+02
217502,4.2048221764e+02
218042,4.2048221764e+02
225621,4.2048221764e+02
231154,4.2048221764e+02
235838,4.2048221764e+02
239945,4.2048221764e+02
243620,4.2048221764e+02
246951,4.2048221764e+02
249995,4.2048221764e+02
252796,4.2048221764e+02
255386,4.2048221764e+02
257791,4.2048221764e+02
260032,4.2048221764e+02
262127,4.2048221764e+02
264090,4.2048221764e+02
265934,4.2048221764e+02
267667,4.2048221764e+02
269300,4.2048221764e+02
270839,4.2048221764e+02
272295,4.2048221764e+02
273672,4.2048221764e+02
274974,4.2048221764e+02
276208,4.2048221764e+02
277380,4.2048221764e+02
278491,4.2048221764e+02
279546,4.2048221764e+02
280086,4.2048221764e+02
285620,4.2048221764e+02
288766,4.2048221764e+02
291040,4.2048221764e+02
292779,4.2048221764e+02
294150,4.2048221764e+02
295249,4.2048221764e+02
296141,4.2048221764e+02
296873,4.2048221764e+02
297476,4.2048221764e+02
297977,4.2048221764e+02
298394,4.2048221764e+02
298743,4.2048221764e+02
299034,4.2048221764e+02
299277,4.2048221764e+02
299484,4.2048221764e+02
299656,4.2048221764e+02
299802,4.2048221764e+02
299927,4.2048221764e+02
300000,4.2048221764e+02
