fe_count,best_error
540,2.0568464560e+13
9473,4.8838492261e+09
16863,4.3660104333e+08
23550,4.6294885251e+06
29745,1.0566855823e+05
35557,3.0621337914e+04
41054,6.3514282191e+03
46281,3.8249278646e+03
51276,2.5969878636e+03
56064,2.0695071697e+03
60668,1.9416629386e+03
65103,1.8421795604e+03
69386,1.8023178103e+03
73527,1.7992814510e+03
77537,1.7852474818e+03
81425,1.7745730295e+03
85200,1.7726285928e+03
88869,1.7670762570e+03
92436,1.7648061940e+03
95908,1.7641129645e+03
99291,1.7618985770e+03
102587,1.7580175973e+03
105801,1.7541431865e+03
108938,1.7541431865e+03
112001,1.7534571010e+03
114993,1.7528282441e+03
117917,1.7527283090e+03
120775,1.7510089012e+03
123572,1.7451351903e+03
126309,1.7449186346e+03
128988,1.7449186346e+03
131611,1.7449137147e+03
134181,1.7433235350e+03
136698,1.7433235350e+03
139165,1.7433235350e+03
141582,1.7433235350e+03
143953,1.7429956614e+03
146279,1.7422372640e+03
148562,1.7420655167e+03
150800,1.7419738081e+03
152996,1.7419723653e+03
155155,1.7418256550e+03
157271,1.7409651895e+03
159352,1.7409651895e+03
161393,1.7403024994e+03
163401,1.7401782438e+03
165371,1.7398382448e+03
167308,1.7394045075e+03
169214,1.7393928231e+03
171084,1.7393928231e+03
172924,1.7393634493e+03
174734,1.7390049131e+03
176515,1.7390049131e+03
178265,1.7390049131e+03
179985,1.7389522189e+03
181678,1.7389522189e+03
183344,1.7388789523e+03
184983,1.7388787289e+03
186596,1.7388787289e+03
188184,1.7388787289e+03
189747,1.7388787289e+03
191285,1.7388787289e+03
192800,1.7388786863e+03
194291,1.7388786863e+03
195760,1.7388786863e+03
197207,1.7386009218e+03
198632,1.7384411396e+03
200032,1.7384411396e+03
201412,1.7383918212e+03
202772,1.7383889508e+03
204113,1.7383866501e+03
205436,1.7383866501e+03
206736,1.7382658305e+03
208016,1.7382612296e+03
209279,1.7382612296e+03
210527,1.7382612296e+03
211752,1.7382612296e+03
212960,1.7382612296e+03
214154,1.7382589602e+03
215329,1.7382537643e+03
216485,1.7382537641e+03
217629,1.7382399009e+03
218754,1.7382399009e+03
219862,1.7382357556e+03
220960,1.7382357556e+03
222035,1.7382250793e+03
223100,1.7382246544e+03
224150,1.7382181820e+03
225183,1.7380413871e+03
226208,1.7379417526e+03
227210,1.7378960062e+03
228207,1.7375190506e+03
229182,1.7374400884e+03
230151,1.7373926704e+03
231101,1.7372419184e+03
232043,1.7372419184e+03
232968,1.7372229077e+03
233885,1.7372226403e+03
234785,1.7372224846e+03
235679,1.7371833299e+03
236554,1.7371833299e+03
237427,1.7371833299e+03
238277,1.7371295196e+03
239127,1.7371278220e+03
239955,1.7371278220e+03
240780,1.7371120890e+03
241590,1.7371112132e+03
242390,1.7371070916e+03
243185,1.7370816442e+03
243960,1.7370816442e+03
244735,1.7370808337e+03
245492,1.7370808337e+03
246242,1.7370808337e+03
246988,1.7370787339e+03
247713,1.7370787339e+03
248438,1.7370787339e+03
249151,1.7370759130e+03
249851,1.7370759130e+03
250551,1.7370479993e+03
251234,1.7370479993e+03
251909,1.7370473800e+03
252584,1.7370275611e+03
253239,1.7369464488e+03
253889,1.7369122850e+03
254539,1.7369122850e+03
255170,1.7369122850e+03
255795,1.7369122850e+03
256420,1.7369122850e+03
257031,1.7369122850e+03
257631,1.7368241710e+03
258231,1.7368241710e+03
258825,1.7368209410e+03
259400,1.7366785155e+03
259975,1.7366785155e+03
260550,1.7366449038e+03
261106,1.7366446886e+03
261656,1.7366446886e+03
262206,1.7366446886e+03
262754,1.7365778768e+03
263279,1.7365778768e+03
263804,1.7365649073e+03
264329,1.7365648665e+03
264849,1.7365644762e+03
265349,1.7365644762e+03
265849,1.7365644762e+03
266349,1.7365644762e+03
266846,1.7364669605e+03
267321,1.7364669605e+03
267796,1.7364669605e+03
268271,1.7364669605e+03
268746,1.7364667243e+03
269201,1.7364667243e+03
269651,1.7364542377e+03
270101,1.7364506895e+03
270551,1.7364506895e+03
270996,1.7364506895e+03
271421,1.7364405557e+03
271846,1.7364405557e+03
272271,1.7364405143e+03
272696,1.7364405143e+03
273113,1.7364216477e+03
273513,1.7364216477e+03
273913,1.7364216477e+03
274313,1.7364216477e+03
274713,1.7364208199e+03
275111,1.7364208199e+03
275486,1.7364056572e+03
275861,1.7364034406e+03
276236,1.7364034406e+03
276611,1.7364034406e+03
276986,1.7363999255e+03
277349,1.7363999255e+03
277699,1.7363929771e+03
278049,1.7363929771e+03
278399,1.7363925994e+03
278749,1.7363925994e+03
279099,1.7363890012e+03
279438,1.7363888883e+03
279763,1.7363888883e+03
280088,1.7363882064e+03
280413,1.7363871224e+03
280738,1.7363871224e+03
281063,1.7363871224e+03
281388,1.7363871224e+03
281691,1.7363871224e+03
281991,1.7363871224e+03
282291,1.7363871224e+03
282831,1.7363871224e+03
288129,1.7363871224e+03
291022,1.7363871224e+03
293056,1.7363871224e+03
294572,1.7363871224e+03
295738,1.7363871224e+03
296653,1.7363871224e+03
297377,1.7363871224e+03
297958,1.7363871224e+03
298426,1.7363871224e+03
298806,1.7363871224e+03
299113,1.7363871224e+03
299364,1.7363871224e+03
299570,1.7363871224e+03
299736,1.7363871224e+03
299874,1.7363871224e+03
299987,1.7363871224e+03
300000,1.7363871224e+03
