fe_count,best_error
180,1.2511964296e+03
3177,5.4124645575e+02
5666,5.0323632902e+02
7923,4.8484789278e+02
10018,4.8150887934e+02
11987,4.8058421599e+02
13850,4.7985093520e+02
15625,4.7985093520e+02
17324,4.7983848382e+02
18952,4.7971590916e+02
20521,4.7954192478e+02
22033,4.7949501125e+02
23495,4.7946916442e+02
24909,4.7945187205e+02
26280,4.7939108470e+02
27612,4.7938139557e+02
28903,4.7931386607e+02
30161,4.7930408964e+02
31384,4.7927384060e+02
32575,4.7923722556e+02
33737,4.7922695807e+02
34871,4.7922645771e+02
35977,4.7922293545e+02
37057,4.7922289859e+02
38112,4.7919607055e+02
39143,4.7919361719e+02
40151,4.7919291357e+02
41138,4.7919100804e+02
42105,4.7919081671e+02
43053,4.7919045545e+02
43978,4.7919045545e+02
44884,4.7918922279e+02
45775,4.7917838540e+02
46650,4.7917521031e+02
47502,4.7917520260e+02
48342,4.7917520257e+02
49167,4.7917514199e+02
49972,4.7917370912e+02
50770,4.7917370911e+02
51545,4.7917370911e+02
52312,4.7917306541e+02
53062,4.7917306541e+02
53801,4.7917232203e+02
54526,4.7917189187e+02
55240,4.7916953668e+02
55940,4.7916953668e+02
56631,4.7916953668e+02
57306,4.7916953668e+02
57977,4.7916952834e+02
58627,4.7916952834e+02
59277,4.7916952834e+02
59518,4.7916952834e+02
62232,4.7916952834e+02
64311,4.7916952834e+02
66121,4.7916952834e+02
66362,4.7916952834e+02
69000,4.7916952834e+02
70986,4.7916952834e+02
72696,4.7916952834e+02
74218,4.7916952834e+02
74459,4.7916952834e+02
76983,4.7916952834e+02
78825,4.7916952834e+02
80380,4.7916952834e+02
81747,4.7916952834e+02
82967,4.7916952834e+02
84073,4.7916952834e+02
85084,4.7916952834e+02
86014,4.7916952834e+02
86255,4.7916952834e+02
88497,4.7916952834e+02
89996,4.7916952834e+02
91201,4.7916952834e+02
92212,4.7916952834e+02
93080,4.7916952834e+02
93837,4.7916952834e+02
94504,4.7916952834e+02
95099,4.7916952834e+02
95628,4.7916952834e+02
96105,4.7916952834e+02
96536,4.7916952834e+02
96925,4.7916952834e+02
97280,4.7916952834e+02
97600,4.7916952834e+02
97892,4.7916952834e+02
98160,4.7916952834e+02
98406,4.7916952834e+02
98631,4.7916952834e+02
98833,4.7916952834e+02
99022,4.7916952834e+02
99197,4.7916952834e+02
99353,4.7916952834e+02
99503,4.7916952834e+02
99634,4.7916952834e+02
99759,4.7916952834e+02
99877,4.7916952834e+02
99977,4.7916952834e+02
100000,4.7916952834e+02
