fe_count,best_error
180,6.9596606775e+03
3177,8.0325316575e+02
5666,4.2260520627e+02
7923,2.3421060840e+02
10018,2.0789777935e+02
11987,2.0155390913e+02
13850,2.0029914737e+02
15625,2.0005399386e+02
17324,2.0001060872e+02
18952,2.0000180624e+02
20521,2.0000022372e+02
22033,2.0000003699e+02
23495,2.0000000816e+02
24909,2.0000000136e+02
26280,2.0000000025e+02
27612,2.0000000004e+02
28903,2.0000000001e+02
30161,2.0000000000e+02
31384,2.0000000000e+02
32575,2.0000000000e+02
33737,2.0000000000e+02
34871,2.0000000000e+02
35977,2.0000000000e+02
37057,2.0000000000e+02
38112,2.0000000000e+02
38292,2.0000000000e+02
39456,2.0000000000e+02
40457,2.0000000000e+02
40637,2.0000000000e+02
41753,2.0000000000e+02
42704,2.0000000000e+02
42884,2.0000000000e+02
43952,2.0000000000e+02
44859,2.0000000000e+02
45039,2.0000000000e+02
46066,2.0000000000e+02
46935,2.0000000000e+02
47115,2.0000000000e+02
48108,2.0000000000e+02
48933,2.0000000000e+02
49113,2.0000000000e+02
50063,2.0000000000e+02
50858,2.0000000000e+02
51038,2.0000000000e+02
51962,2.0000000000e+02
52716,2.0000000000e+02
52896,2.0000000000e+02
53786,2.0000000000e+02
54511,2.0000000000e+02
54691,2.0000000000e+02
55545,2.0000000000e+02
56245,2.0000000000e+02
56425,2.0000000000e+02
57253,2.0000000000e+02
57926,2.0000000000e+02
58106,2.0000000000e+02
58910,2.0000000000e+02
59554,2.0000000000e+02
59734,2.0000000000e+02
60514,2.0000000000e+02
61131,2.0000000000e+02
61311,2.0000000000e+02
62067,2.0000000000e+02
62661,2.0000000000e+02
62841,2.0000000000e+02
63573,2.0000000000e+02
64148,2.0000000000e+02
64328,2.0000000000e+02
65036,2.0000000000e+02
65586,2.0000000000e+02
65766,2.0000000000e+02
66450,2.0000000000e+02
66975,2.0000000000e+02
67155,2.0000000000e+02
67821,2.0000000000e+02
68321,2.0000000000e+02
68501,2.0000000000e+02
69161,2.0000000000e+02
69636,2.0000000000e+02
69816,2.0000000000e+02
70452,2.0000000000e+02
70926,2.0000000000e+02
71106,2.0000000000e+02
71718,2.0000000000e+02
72168,2.0000000000e+02
72348,2.0000000000e+02
72944,2.0000000000e+02
73369,2.0000000000e+02
73549,2.0000000000e+02
74137,2.0000000000e+02
74557,2.0000000000e+02
74737,2.0000000000e+02
75301,2.0000000000e+02
75701,2.0000000000e+02
75881,2.0000000000e+02
76437,2.0000000000e+02
76812,2.0000000000e+02
76992,2.0000000000e+02
77532,2.0000000000e+02
77907,2.0000000000e+02
78087,2.0000000000e+02
78603,2.0000000000e+02
78953,2.0000000000e+02
79133,2.0000000000e+02
79649,2.0000000000e+02
79999,2.0000000000e+02
80179,2.0000000000e+02
80671,2.0000000000e+02
80996,2.0000000000e+02
81176,2.0000000000e+02
81668,2.0000000000e+02
81993,2.0000000000e+02
82173,2.0000000000e+02
82641,2.0000000000e+02
82941,2.0000000000e+02
83121,2.0000000000e+02
83589,2.0000000000e+02
83889,2.0000000000e+02
84069,2.0000000000e+02
84513,2.0000000000e+02
84788,2.0000000000e+02
84968,2.0000000000e+02
85412,2.0000000000e+02
85687,2.0000000000e+02
85867,2.0000000000e+02
86287,2.0000000000e+02
86537,2.0000000000e+02
86717,2.0000000000e+02
87137,2.0000000000e+02
87387,2.0000000000e+02
87567,2.0000000000e+02
87987,2.0000000000e+02
88221,2.0000000000e+02
88401,2.0000000000e+02
88797,2.0000000000e+02
89022,2.0000000000e+02
89202,2.0000000000e+02
89598,2.0000000000e+02
89823,2.0000000000e+02
90003,2.0000000000e+02
90375,2.0000000000e+02
90575,2.0000000000e+02
90755,2.0000000000e+02
91127,2.0000000000e+02
91327,2.0000000000e+02
91507,2.0000000000e+02
91879,2.0000000000e+02
92079,2.0000000000e+02
92259,2.0000000000e+02
92607,2.0000000000e+02
92782,2.0000000000e+02
92962,2.0000000000e+02
93310,2.0000000000e+02
93485,2.0000000000e+02
93665,2.0000000000e+02
94013,2.0000000000e+02
94188,2.0000000000e+02
94368,2.0000000000e+02
94692,2.0000000000e+02
94842,2.0000000000e+02
95022,2.0000000000e+02
95346,2.0000000000e+02
95496,2.0000000000e+02
95676,2.0000000000e+02
96000,2.0000000000e+02
96150,2.0000000000e+02
96330,2.0000000000e+02
96651,2.0000000000e+02
96776,2.0000000000e+02
96956,2.0000000000e+02
97256,2.0000000000e+02
97381,2.0000000000e+02
97561,2.0000000000e+02
97861,2.0000000000e+02
97986,2.0000000000e+02
98166,2.0000000000e+02
98466,2.0000000000e+02
98591,2.0000000000e+02
98771,2.0000000000e+02
99047,2.0000000000e+02
99147,2.0000000000e+02
99327,2.0000000000e+02
99603,2.0000000000e+02
99703,2.0000000000e+02
99883,2.0000000000e+02
100000,2.0000000000e+02
