fe_count,best_error
540,1.2299715388e+04
9473,1.0584611627e+03
16863,8.9445274964e+02
23550,8.4136390029e+02
29745,8.2982068477e+02
35557,8.2637957048e+02
41054,8.2571032582e+02
46281,8.2544274989e+02
51276,8.2538142481e+02
56064,8.2536263962e+02
60668,8.2536045943e+02
65103,8.2536015715e+02
69386,8.2536011451e+02
73527,8.2536010612e+02
77537,8.2536010450e+02
81425,8.2536010428e+02
85200,8.2536010424e+02
88869,8.2536010423e+02
92436,8.2536010423e+02
95908,8.2536010423e+02
99291,8.2536010423e+02
102587,8.2536010423e+02
105801,8.2536010423e+02
108938,8.2536010423e+02
112001,8.2536010423e+02
114993,8.2536010423e+02
117917,8.2536010423e+02
118457,8.2536010423e+02
121721,8.2536010423e+02
124497,8.2536010423e+02
125037,8.2536010423e+02
128164,8.2536010423e+02
130805,8.2536010423e+02
131345,8.2536010423e+02
134347,8.2536010423e+02
136861,8.2536010423e+02
137401,8.2536010423e+02
140286,8.2536010423e+02
142682,8.2536010423e+02
143222,8.2536010423e+02
146000,8.2536010423e+02
148287,8.2536010423e+02
148827,8.2536010423e+02
151502,8.2536010423e+02
153688,8.2536010423e+02
154228,8.2536010423e+02
156808,8.2536010423e+02
158896,8.2536010423e+02
159436,8.2536010423e+02
161928,8.2536010423e+02
163924,8.2536010423e+02
164464,8.2536010423e+02
166869,8.2536010423e+02
168781,8.2536010423e+02
169321,8.2536010423e+02
171648,8.2536010423e+02
173480,8.2536010423e+02
174020,8.2536010423e+02
176272,8.2536010423e+02
178027,8.2536010423e+02
178567,8.2536010423e+02
180747,8.2536010423e+02
182429,8.2536010423e+02
182969,8.2536010423e+02
185081,8.2536010423e+02
186693,8.2536010423e+02
187233,8.2536010423e+02
189280,8.2536010423e+02
190826,8.2536010423e+02
191366,8.2536010423e+02
193350,8.2536010423e+02
194832,8.2536010423e+02
195372,8.2536010423e+02
197299,8.2536010423e+02
198723,8.2536010423e+02
199263,8.2536010423e+02
201132,8.2536010423e+02
202497,8.2536010423e+02
203037,8.2536010423e+02
204850,8.2536010423e+02
206159,8.2536010423e+02
206699,8.2536010423e+02
208463,8.2536010423e+02
209718,8.2536010423e+02
210258,8.2536010423e+02
211974,8.2536010423e+02
213177,8.2536010423e+02
213717,8.2536010423e+02
215385,8.2536010423e+02
216540,8.2536010423e+02
217080,8.2536010423e+02
218700,8.2536010423e+02
219809,8.2536010423e+02
220349,8.2536010423e+02
221921,8.2536010423e+02
222989,8.2536010423e+02
223529,8.2536010423e+02
225063,8.2536010423e+02
226088,8.2536010423e+02
226628,8.2536010423e+02
228127,8.2536010423e+02
229102,8.2536010423e+02
229642,8.2536010423e+02
231094,8.2536010423e+02
232037,8.2536010423e+02
232577,8.2536010423e+02
233994,8.2536010423e+02
234894,8.2536010423e+02
235434,8.2536010423e+02
236814,8.2536010423e+02
237679,8.2536010423e+02
238219,8.2536010423e+02
239565,8.2536010423e+02
240390,8.2536010423e+02
240930,8.2536010423e+02
242238,8.2536010423e+02
243038,8.2536010423e+02
243578,8.2536010423e+02
244862,8.2536010423e+02
245615,8.2536010423e+02
246155,8.2536010423e+02
247397,8.2536010423e+02
248122,8.2536010423e+02
248662,8.2536010423e+02
249874,8.2536010423e+02
250574,8.2536010423e+02
251114,8.2536010423e+02
252302,8.2536010423e+02
252968,8.2536010423e+02
253508,8.2536010423e+02
254672,8.2536010423e+02
255298,8.2536010423e+02
255838,8.2536010423e+02
256966,8.2536010423e+02
257566,8.2536010423e+02
258106,8.2536010423e+02
259199,8.2536010423e+02
259774,8.2536010423e+02
260314,8.2536010423e+02
261382,8.2536010423e+02
261932,8.2536010423e+02
262472,8.2536010423e+02
263516,8.2536010423e+02
264041,8.2536010423e+02
264581,8.2536010423e+02
265601,8.2536010423e+02
266101,8.2536010423e+02
266641,8.2536010423e+02
267637,8.2536010423e+02
268112,8.2536010423e+02
268652,8.2536010423e+02
269624,8.2536010423e+02
270074,8.2536010423e+02
270614,8.2536010423e+02
271562,8.2536010423e+02
271987,8.2536010423e+02
272527,8.2536010423e+02
273451,8.2536010423e+02
273851,8.2536010423e+02
274391,8.2536010423e+02
275300,8.2536010423e+02
275675,8.2536010423e+02
276215,8.2536010423e+02
277115,8.2536010423e+02
277469,8.2536010423e+02
278009,8.2536010423e+02
278885,8.2536010423e+02
279235,8.2536010423e+02
279775,8.2536010423e+02
280627,8.2536010423e+02
280952,8.2536010423e+02
281492,8.2536010423e+02
282320,8.2536010423e+02
282620,8.2536010423e+02
283160,8.2536010423e+02
283964,8.2536010423e+02
284239,8.2536010423e+02
284779,8.2536010423e+02
285583,8.2536010423e+02
285845,8.2536010423e+02
286385,8.2536010423e+02
287165,8.2536010423e+02
287415,8.2536010423e+02
287955,8.2536010423e+02
288711,8.2536010423e+02
288936,8.2536010423e+02
289476,8.2536010423e+02
290212,8.2536010423e+02
290412,8.2536010423e+02
290952,8.2536010423e+02
291684,8.2536010423e+02
291884,8.2536010423e+02
292424,8.2536010423e+02
293132,8.2536010423e+02
293307,8.2536010423e+02
293847,8.2536010423e+02
294539,8.2536010423e+02
294689,8.2536010423e+02
295229,8.2536010423e+02
295913,8.2536010423e+02
296063,8.2536010423e+02
296603,8.2536010423e+02
297263,8.2536010423e+02
297388,8.2536010423e+02
297928,8.2536010423e+02
298588,8.2536010423e+02
298713,8.2536010423e+02
299253,8.2536010423e+02
299889,8.2536010423e+02
299989,8.2536010423e+02
300529,8.2536010423e+02
