variant,dim,func,seed,best_fit,elapsed_s,explore_pct,mean_kappa,effective_threshold,n_explore_agents,err_at_10pct,err_at_25pct,err_at_50pct,err_at_75pct,err_at_100pct
NL-SHADE,10,1,23,0.0,15.62,,,,,8.032566256588325e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,1,8,0.0,15.7,,,,,2.850207863502874e-06,0.0,0.0,0.0,0.0
NL-SHADE,10,1,1,0.0,15.73,,,,,4.0049599192570895e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,1,0,0.0,15.85,,,,,2.0815116386074806e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,1,29,0.0,15.9,,,,,3.6081104326513014e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,1,27,0.0,15.92,,,,,6.275024588831002e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,1,24,0.0,16.11,,,,,3.890864491040702e-06,0.0,0.0,0.0,0.0
NL-SHADE,10,1,2,0.0,16.18,,,,,2.4020203568397847e-06,0.0,0.0,0.0,0.0
NL-SHADE,10,1,21,0.0,16.38,,,,,2.598068988390878e-06,0.0,0.0,0.0,0.0
NL-SHADE,10,1,22,0.0,16.65,,,,,1.120324554904073e-06,0.0,0.0,0.0,0.0
NL-SHADE,10,1,19,0.0,16.76,,,,,2.1230113134151907e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,1,11,0.0,16.77,,,,,6.111645234341267e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,2,27,3.986579112347158,17.03,,,,,7.391124434565086,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,1,25,0.0,17.06,,,,,3.69135386790731e-06,0.0,0.0,0.0,0.0
NL-SHADE,10,1,15,0.0,17.07,,,,,9.443789394936175e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,2,0,3.986579112347158,17.12,,,,,5.218340750300968,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,7,3.986579112347158,17.15,,,,,4.01089710643015,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,16,3.986579112347158,17.24,,,,,4.115183800629836,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,29,3.986579112347158,17.3,,,,,4.410038633650686,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,3,3.986579112347158,17.36,,,,,3.9868194875995187,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,4,8.916101927781312,17.38,,,,,8.916103341415976,8.916101927781312,8.916101927781312,8.916101927781312,8.916101927781312
NL-SHADE,10,1,9,0.0,17.44,,,,,1.0799084293466876e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,2,6,3.986579112347158,17.54,,,,,3.9869678421461003,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,9,3.986579112347158,17.57,,,,,3.9876575234165443,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,1,7,0.0,17.81,,,,,1.831261897677905e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,2,18,3.986579112347158,17.82,,,,,3.991156163773553,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,5,3.986579112347158,17.95,,,,,3.986636864005334,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,2,21,8.916101927781312,18.11,,,,,8.916114413443267,8.916101927781312,8.916101927781312,8.916101927781312,8.916101927781312
NL-SHADE,10,2,20,3.986579112347158,18.62,,,,,4.4251307755199605,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,5,12,0.0,18.82,,,,,2.217348082922399e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,1,17,0.0,18.87,,,,,8.590916422690498e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,2,14,8.916101927781312,19.06,,,,,8.916102752429879,8.916101927781312,8.916101927781312,8.916101927781312,8.916101927781312
NL-SHADE,10,5,29,0.0,19.11,,,,,8.38597316032974e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,5,10,0.0,19.25,,,,,5.575543582381215e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,21,0.0,19.26,,,,,5.521883394976612e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,1,0.0,19.34,,,,,6.559730536537245e-10,0.0,0.0,0.0,0.0
NL-SHADE,10,5,14,0.0,19.41,,,,,5.84043391427258e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,18,0.0,19.44,,,,,8.93578544491902e-11,0.0,0.0,0.0,0.0
NL-SHADE,10,5,5,0.0,19.46,,,,,7.551079761469737e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,26,0.0,19.47,,,,,4.229491423757281e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,2,0.0,19.5,,,,,4.336925485404208e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,27,0.0,19.64,,,,,3.5280436350149103e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,15,0.0,19.85,,,,,1.6235617295023985e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,13,0.0,19.89,,,,,2.2892936613061465e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,5,16,0.0,19.94,,,,,4.126832209294662e-11,0.0,0.0,0.0,0.0
NL-SHADE,10,5,3,0.0,20.3,,,,,6.824734555266332e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,5,9,0.0,20.6,,,,,4.826347321795765e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,2,19,8.916101927781312,20.64,,,,,8.916102075617914,8.916101927781312,8.916101927781312,8.916101927781312,8.916101927781312
NL-SHADE,10,2,24,8.916101927781312,20.74,,,,,8.916102685752492,8.916101927781312,8.916101927781312,8.916101927781312,8.916101927781312
NL-SHADE,10,5,17,0.0,20.85,,,,,2.531237441871781e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,2,10,3.986579112347158,21.22,,,,,4.001466023736896,3.986579112347158,3.986579112347158,3.986579112347158,3.986579112347158
NL-SHADE,10,5,25,0.0,21.28,,,,,1.1471684047137387e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,6,4,0.4963081778603282,21.64,,,,,3.1762440004772543,0.49917169934178673,0.4975780165141259,0.4963081922728634,0.4963081778603282
NL-SHADE,10,6,2,0.49991781213384456,21.81,,,,,3.71429134574646,0.4999576235541099,0.4999288451940629,0.4999178221482907,0.49991781213384456
NL-SHADE,10,6,3,0.49809296454236573,21.95,,,,,2.6133025966339574,0.499155146635303,0.4982007140931728,0.49809383174761024,0.49809296454236573
NL-SHADE,10,6,6,0.4826620032936262,22.11,,,,,2.944175556162463,0.4912510174849558,0.48442976261162585,0.4826659757152356,0.4826620032936262
NL-SHADE,10,6,5,0.49949552943849085,22.23,,,,,2.8310712212321505,0.49986733992500376,0.4996107710405795,0.4994958851991669,0.49949552943849085
NL-SHADE,10,6,8,0.39636322429419124,22.29,,,,,1.3729140760201517,0.4527896883334961,0.3975528250202842,0.396690097705914,0.39636322429419124
NL-SHADE,10,6,7,0.302849015040465,22.49,,,,,3.4532068232699658,0.432752526221293,0.3053279016453416,0.30392966066824556,0.302849015040465
NL-SHADE,10,1,28,0.0,22.68,,,,,7.998045248314156e-08,0.0,0.0,0.0,0.0
NL-SHADE,10,5,23,0.0,22.78,,,,,1.446096575818956e-10,0.0,0.0,0.0,0.0
NL-SHADE,10,1,3,0.0,23.05,,,,,8.218448783736676e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,3,0,0.0,23.55,,,,,1.9326762412674725e-12,0.0,0.0,0.0,0.0
NL-SHADE,10,1,5,0.0,23.82,,,,,1.788606027730566e-07,0.0,0.0,0.0,0.0
NL-SHADE,10,3,2,0.0,23.85,,,,,1.9326762412674725e-12,0.0,0.0,0.0,0.0
NL-SHADE,10,3,4,0.0,23.96,,,,,6.480149750132114e-12,0.0,0.0,0.0,0.0
NL-SHADE,10,3,3,0.0,24.03,,,,,6.30961949354969e-11,0.0,0.0,0.0,0.0
NL-SHADE,10,5,24,0.0,24.04,,,,,1.1476686267997138e-09,0.0,0.0,0.0,0.0
NL-SHADE,10,3,10,0.0,24.06,,,,,4.433786671143025e-12,0.0,0.0,0.0,0.0
NL-SHADE,10,3,8,0.0,24.16,,,,,1.0936673788819462e-10,0.0,0.0,0.0,0.0
NL-SHADE,10,3,7,0.0,24.18,,,,,1.0231815394945443e-11,0.0,0.0,0.0,0.0
