algorithm,dataset,budget,trial,best_accuracy,best_fitness,n_queries,elapsed_s,is_real_data
ORC-RE,cifar10,200,27,89.9837,10.0163,200,184.214,False
ORC-RE,cifar10,200,30,89.9837,10.0163,200,199.914,False
ORC-RE,cifar10,200,55,82.0162,17.9838,200,232.582,False
ORC-RE,cifar10,200,99,82.0162,17.9838,200,209.591,False
ORC-Tabu,cifar10,200,92,98.9577,1.0423,200,1.599,False
ORC-RE,cifar10,200,20,82.0162,17.9838,200,271.886,False
ORC-RE,cifar10,200,39,82.0162,17.9838,200,274.001,False
ORC-RE,cifar10,200,22,82.0162,17.9838,200,276.571,False
ORC-RE,cifar10,200,35,82.0162,17.9838,200,302.508,False
ORC-RE,cifar10,200,33,89.9837,10.0163,200,351.698,False
ORC-RE,cifar10,200,2,98.9577,1.0423,200,506.025,False
ORC-RE,cifar10,200,76,89.9837,10.0163,200,527.037,False
Random,cifar10,400,0,76.0475,23.9525,395,0.003,False
Random,cifar10,400,1,75.082,24.918,393,0.003,False
Random,cifar10,400,2,74.9837,25.0163,395,0.006,False
Random,cifar10,400,3,70.0371,29.9629,397,0.008,False
Random,cifar10,400,4,74.9839,25.0161,399,0.007,False
Random,cifar10,400,5,70.1576,29.8424,398,0.003,False
Random,cifar10,400,6,70.035,29.965,396,0.007,False
Random,cifar10,400,7,70.076,29.924,397,0.006,False
Random,cifar10,400,8,75.0112,24.9888,392,0.007,False
Random,cifar10,400,9,75.0015,24.9985,395,0.006,False
Random,cifar10,400,10,70.0687,29.9313,396,0.037,False
Random,cifar10,400,11,76.0475,23.9525,398,0.007,False
Random,cifar10,400,12,70.0687,29.9313,395,0.01,False
Random,cifar10,400,13,75.0015,24.9985,394,0.007,False
Random,cifar10,400,14,80.0663,19.9337,396,0.007,False
Random,cifar10,400,15,74.9954,25.0046,394,0.006,False
Random,cifar10,400,16,74.9837,25.0163,393,0.007,False
Random,cifar10,400,17,74.9956,25.0044,396,0.006,False
Random,cifar10,400,18,80.0663,19.9337,393,0.044,False
Random,cifar10,400,19,74.9451,25.0549,396,0.006,False
Random,cifar10,400,20,76.0475,23.9525,396,0.007,False
Random,cifar10,400,21,74.9451,25.0549,391,0.007,False
Random,cifar10,400,22,70.0528,29.9472,392,0.01,False
Random,cifar10,400,23,70.025,29.975,394,0.007,False
Random,cifar10,400,24,74.9734,25.0266,391,0.007,False
Random,cifar10,400,25,74.9837,25.0163,395,0.045,False
Random,cifar10,400,26,75.0764,24.9236,396,0.006,False
Random,cifar10,400,27,80.0663,19.9337,397,0.006,False
Random,cifar10,400,28,98.9577,1.0423,400,0.007,False
Random,cifar10,400,29,70.0093,29.9907,395,0.007,False
Random,cifar10,400,30,80.0663,19.9337,396,0.002,False
Random,cifar10,400,31,74.9837,25.0163,398,0.007,False
Random,cifar10,400,32,75.1008,24.8992,395,0.003,False
Random,cifar10,400,33,70.0345,29.9655,397,0.003,False
Random,cifar10,400,34,75.0088,24.9912,393,0.003,False
Random,cifar10,400,35,98.9577,1.0423,395,0.003,False
Random,cifar10,400,36,70.0606,29.9394,390,0.003,False
Random,cifar10,400,37,70.1576,29.8424,395,0.006,False
Random,cifar10,400,38,75.1008,24.8992,397,0.007,False
Random,cifar10,400,39,70.1049,29.8951,395,0.006,False
Random,cifar10,400,40,70.0731,29.9269,394,0.003,False
Random,cifar10,400,41,80.0663,19.9337,391,0.003,False
Random,cifar10,400,42,82.0162,17.9838,393,0.006,False
Random,cifar10,400,43,75.1008,24.8992,393,0.003,False
Random,cifar10,400,44,70.0687,29.9313,397,0.01,False
Random,cifar10,400,45,70.1549,29.8451,396,0.007,False
Random,cifar10,400,46,80.0663,19.9337,394,0.003,False
Random,cifar10,400,47,75.0015,24.9985,392,0.004,False
Random,cifar10,400,48,74.9658,25.0342,398,0.006,False
Random,cifar10,400,49,75.0069,24.9931,397,0.007,False
Random,cifar10,400,50,74.9954,25.0046,397,0.003,False
Random,cifar10,400,51,75.082,24.918,392,0.003,False
Random,cifar10,400,52,70.006,29.994,391,0.003,False
Random,cifar10,400,53,74.9632,25.0368,395,0.003,False
Random,cifar10,400,54,70.0266,29.9734,395,0.003,False
Random,cifar10,400,55,75.0473,24.9527,398,0.006,False
Random,cifar10,400,56,74.9839,25.0161,396,0.003,False
Random,cifar10,400,57,75.0109,24.9891,394,0.003,False
Random,cifar10,400,58,75.0109,24.9891,393,0.003,False
Random,cifar10,400,59,70.0606,29.9394,393,0.003,False
Random,cifar10,400,60,70.0431,29.9569,397,0.003,False
Random,cifar10,400,61,70.0266,29.9734,395,0.003,False
Random,cifar10,400,62,75.0112,24.9888,392,0.003,False
Random,cifar10,400,63,74.9734,25.0266,396,0.01,False
Random,cifar10,400,64,75.0109,24.9891,394,0.003,False
Random,cifar10,400,65,70.0835,29.9165,394,0.003,False
Random,cifar10,400,66,75.0109,24.9891,397,0.003,False
Random,cifar10,400,67,80.0663,19.9337,394,0.002,False
Random,cifar10,400,68,70.1049,29.8951,394,0.043,False
Random,cifar10,400,69,98.9577,1.0423,397,0.006,False
Random,cifar10,400,70,75.082,24.918,398,0.003,False
Random,cifar10,400,71,75.1008,24.8992,397,0.01,False
Random,cifar10,400,72,74.9297,25.0703,393,0.007,False
Random,cifar10,400,73,70.0697,29.9303,398,0.044,False
Random,cifar10,400,74,74.9658,25.0342,392,0.007,False
Random,cifar10,400,75,70.076,29.924,396,0.046,False
Random,cifar10,400,76,70.1549,29.8451,397,0.003,False
Random,cifar10,400,77,70.0017,29.9983,392,0.039,False
Random,cifar10,400,78,74.9292,25.0708,394,0.003,False
Random,cifar10,400,79,70.1049,29.8951,395,0.003,False
Random,cifar10,400,80,70.0928,29.9072,395,0.003,False
Random,cifar10,400,81,70.0156,29.9844,396,0.007,False
Random,cifar10,400,82,89.9837,10.0163,394,0.007,False
Random,cifar10,400,83,74.9632,25.0368,397,0.003,False
Random,cifar10,400,84,75.1008,24.8992,398,0.003,False
Random,cifar10,400,85,70.0269,29.9731,395,0.003,False
Random,cifar10,400,86,75.0109,24.9891,399,0.003,False
Random,cifar10,400,87,70.0458,29.9542,391,0.041,False
Random,cifar10,400,88,75.082,24.918,396,0.003,False
Random,cifar10,400,89,74.9292,25.0708,395,0.007,False
Random,cifar10,400,90,98.9577,1.0423,400,0.003,False
Random,cifar10,400,91,70.0622,29.9378,389,0.01,False
Random,cifar10,400,92,82.0162,17.9838,397,0.048,False
Random,cifar10,400,93,74.9734,25.0266,393,0.009,False
Random,cifar10,400,94,70.0528,29.9472,395,0.01,False
Random,cifar10,400,95,74.9954,25.0046,397,0.04,False
Random,cifar10,400,96,74.9956,25.0044,397,0.006,False
Random,cifar10,400,97,75.082,24.918,399,0.005,False
Random,cifar10,400,98,70.0973,29.9027,397,0.003,False
Random,cifar10,400,99,75.0764,24.9236,397,0.006,False
RE,cifar10,400,0,80.0663,19.9337,400,0.529,False
RE,cifar10,400,1,82.0162,17.9838,400,0.336,False
RE,cifar10,400,2,80.0663,19.9337,400,0.258,False
RE,cifar10,400,3,82.0162,17.9838,400,0.193,False
RE,cifar10,400,4,80.0663,19.9337,400,0.103,False
RE,cifar10,400,5,80.0663,19.9337,400,0.581,False
RE,cifar10,400,6,82.0162,17.9838,400,0.494,False
RE,cifar10,400,7,80.0663,19.9337,400,0.716,False
RE,cifar10,400,8,82.0162,17.9838,400,0.591,False
RE,cifar10,400,9,80.0663,19.9337,400,0.551,False
RE,cifar10,400,10,89.9837,10.0163,400,0.609,False
RE,cifar10,400,11,82.0162,17.9838,400,0.377,False
RE,cifar10,400,12,82.0162,17.9838,400,0.406,False
RE,cifar10,400,13,89.9837,10.0163,400,0.498,False
RE,cifar10,400,14,82.0162,17.9838,400,0.573,False
RE,cifar10,400,15,80.0663,19.9337,400,0.482,False
RE,cifar10,400,16,82.0162,17.9838,400,0.411,False
RE,cifar10,400,17,89.9837,10.0163,400,0.694,False
RE,cifar10,400,18,80.0663,19.9337,400,0.712,False
RE,cifar10,400,19,89.9837,10.0163,400,0.997,False
RE,cifar10,400,20,80.0663,19.9337,400,0.565,False
RE,cifar10,400,21,82.0162,17.9838,400,0.297,False
RE,cifar10,400,22,80.0663,19.9337,400,0.304,False
RE,cifar10,400,23,80.0663,19.9337,400,0.488,False
RE,cifar10,400,24,82.0162,17.9838,400,0.791,False
RE,cifar10,400,25,80.0663,19.9337,400,0.397,False
RE,cifar10,400,26,80.0663,19.9337,400,0.973,False
RE,cifar10,400,27,89.9837,10.0163,400,0.489,False
RE,cifar10,400,28,89.9837,10.0163,400,0.66,False
RE,cifar10,400,29,80.0663,19.9337,400,0.293,False
RE,cifar10,400,30,80.0663,19.9337,400,0.483,False
RE,cifar10,400,31,80.0663,19.9337,400,0.539,False
RE,cifar10,400,32,82.0162,17.9838,400,0.57,False
RE,cifar10,400,33,80.0663,19.9337,400,0.788,False
RE,cifar10,400,34,82.0162,17.9838,400,0.498,False
RE,cifar10,400,35,80.0663,19.9337,400,0.719,False
RE,cifar10,400,36,89.9837,10.0163,400,0.853,False
RE,cifar10,400,37,80.0663,19.9337,400,0.961,False
RE,cifar10,400,38,80.0663,19.9337,400,0.503,False
RE,cifar10,400,39,80.0663,19.9337,400,0.417,False
RE,cifar10,400,40,82.0162,17.9838,400,0.271,False
RE,cifar10,400,41,80.0663,19.9337,400,0.123,False
RE,cifar10,400,42,80.0663,19.9337,400,0.744,False
RE,cifar10,400,43,80.0663,19.9337,400,0.276,False
RE,cifar10,400,44,80.0663,19.9337,400,0.369,False
RE,cifar10,400,45,80.0663,19.9337,400,0.326,False
RE,cifar10,400,46,98.9577,1.0423,400,0.248,False
RE,cifar10,400,47,80.0663,19.9337,400,0.423,False
RE,cifar10,400,48,80.0663,19.9337,400,0.455,False
RE,cifar10,400,49,80.0663,19.9337,400,0.378,False
RE,cifar10,400,50,80.0663,19.9337,400,0.305,False
RE,cifar10,400,51,80.0663,19.9337,400,0.291,False
RE,cifar10,400,52,89.9837,10.0163,400,0.297,False
RE,cifar10,400,53,80.0663,19.9337,400,0.435,False
RE,cifar10,400,54,89.9837,10.0163,400,0.198,False
RE,cifar10,400,55,80.0663,19.9337,400,0.404,False
RE,cifar10,400,56,82.0162,17.9838,400,0.504,False
RE,cifar10,400,57,80.0663,19.9337,400,0.361,False
RE,cifar10,400,58,82.0162,17.9838,400,0.567,False
RE,cifar10,400,59,82.0162,17.9838,400,0.23,False
RE,cifar10,400,60,98.9577,1.0423,400,0.206,False
RE,cifar10,400,61,80.0663,19.9337,400,0.297,False
RE,cifar10,400,62,89.9837,10.0163,400,0.452,False
RE,cifar10,400,63,89.9837,10.0163,400,0.23,False
RE,cifar10,400,64,80.0663,19.9337,400,0.42,False
RE,cifar10,400,65,80.0663,19.9337,400,0.349,False
RE,cifar10,400,66,82.0162,17.9838,400,0.641,False
RE,cifar10,400,67,89.9837,10.0163,400,0.217,False
RE,cifar10,400,68,80.0663,19.9337,400,0.362,False
RE,cifar10,400,69,80.0663,19.9337,400,0.566,False
RE,cifar10,400,70,82.0162,17.9838,400,0.497,False
RE,cifar10,400,71,98.9577,1.0423,400,0.131,False
RE,cifar10,400,72,80.0663,19.9337,400,0.704,False
RE,cifar10,400,73,82.0162,17.9838,400,0.621,False
RE,cifar10,400,74,80.0663,19.9337,400,0.614,False
RE,cifar10,400,75,80.0663,19.9337,400,0.63,False
RE,cifar10,400,76,82.0162,17.9838,400,0.26,False
RE,cifar10,400,77,80.0663,19.9337,400,0.289,False
RE,cifar10,400,78,82.0162,17.9838,400,0.38,False
RE,cifar10,400,79,82.0162,17.9838,400,0.303,False
RE,cifar10,400,80,82.0162,17.9838,400,0.511,False
RE,cifar10,400,81,80.0663,19.9337,400,0.52,False
RE,cifar10,400,82,80.0663,19.9337,400,0.413,False
RE,cifar10,400,83,82.0162,17.9838,400,0.329,False
RE,cifar10,400,84,82.0162,17.9838,400,0.35,False
RE,cifar10,400,85,98.9577,1.0423,400,0.219,False
RE,cifar10,400,86,80.0663,19.9337,400,0.606,False
RE,cifar10,400,87,89.9837,10.0163,400,0.298,False
RE,cifar10,400,88,80.0663,19.9337,400,0.2,False
RE,cifar10,400,89,89.9837,10.0163,400,0.224,False
RE,cifar10,400,90,82.0162,17.9838,400,0.573,False
RE,cifar10,400,91,82.0162,17.9838,400,0.404,False
RE,cifar10,400,92,82.0162,17.9838,400,0.245,False
RE,cifar10,400,93,98.9577,1.0423,400,0.121,False
RE,cifar10,400,94,80.0663,19.9337,400,0.487,False
RE,cifar10,400,95,82.0162,17.9838,400,0.264,False
RE,cifar10,400,96,80.0663,19.9337,400,0.468,False
RE,cifar10,400,97,89.9837,10.0163,400,0.362,False
RE,cifar10,400,98,80.0663,19.9337,400,0.626,False
RE,cifar10,400,99,82.0162,17.9838,400,0.138,False
